truth_rmswfe,cost_first,cost_final,rrmswfe_final,time,nit,id
0.1302499096512364,0.0964373,0.0002654625494499721,0.0003593514661444273,22.849213165102768,25,d837328f-cac4-4275-84e0-d59add438d6c
